resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1804,104,15,4,7.0,9,10.0,10,10,0.0,53,+1:06.316,4584764.0,52.0,7.0,1:22.855,251.702,1
1805,104,41,7,16.0,11,11.0,11,11,0.0,53,+1:22.531,4600979.0,52.0,14.0,1:23.410,250.027,1
1815,105,22,6,2.0,1,1.0,1,1,10.0,56,1:29:12.420,5352420.0,28.0,2.0,1:32.455,212.250,1
1816,105,18,16,9.0,3,2.0,2,2,8.0,56,+1.035,5353455.0,33.0,4.0,1:32.935,211.154,1
1817,105,8,1,6.0,2,3.0,3,3,6.0,56,+1.469,5353889.0,53.0,3.0,1:32.876,211.288,1
1818,105,4,4,8.0,6,4.0,4,4,5.0,56,+32.510,5384930.0,55.0,10.0,1:33.625,209.597,1
1819,105,31,3,3.0,10,5.0,5,5,4.0,56,+45.193,5397613.0,34.0,5.0,1:33.108,210.761,1
1820,105,11,16,10.0,18,6.0,6,6,3.0,56,+54.791,5407211.0,36.0,8.0,1:33.533,209.804,1
1821,105,21,15,11.0,7,7.0,7,7,2.0,56,+1:05.454,5417874.0,25.0,7.0,1:33.520,209.833,1
1822,105,13,15,12.0,4,8.0,8,8,1.0,56,+1:20.080,5432500.0,43.0,6.0,1:33.483,209.916,1
1823,105,14,1,5.0,9,9.0,9,9,0.0,56,+1:20.619,5433039.0,26.0,11.0,1:33.727,209.369,1
1835,106,30,6,1.0,1,1.0,1,1,10.0,53,1:24:26.985,5066985.0,41.0,2.0,1:32.796,225.281,1
1836,106,23,3,4.0,2,2.0,2,2,8.0,53,+14.098,5081083.0,23.0,3.0,1:33.467,223.663,1
1837,106,18,16,9.0,5,3.0,3,3,6.0,53,+19.662,5086647.0,33.0,7.0,1:33.819,222.824,1
1838,106,11,16,10.0,4,4.0,4,4,5.0,53,+31.781,5098766.0,28.0,5.0,1:33.742,223.007,1
1839,106,4,4,8.0,11,5.0,5,5,4.0,53,+37.767,5104752.0,29.0,12.0,1:34.279,221.737,1
1840,106,8,1,6.0,12,6.0,6,6,3.0,53,+39.362,5106347.0,35.0,10.0,1:33.920,222.585,1
1841,106,31,3,3.0,13,7.0,7,7,2.0,53,+55.347,5122332.0,30.0,6.0,1:33.779,222.919,1
1842,106,21,15,11.0,7,8.0,8,8,1.0,53,+56.276,5123261.0,44.0,8.0,1:33.850,222.751,1
1843,106,13,15,12.0,19,9.0,9,9,0.0,53,+1:29.656,5156641.0,40.0,4.0,1:33.614,223.312,1
1855,107,31,3,3.0,2,1.0,1,1,10.0,71,1:28:01.451,5281451.0,49.0,1.0,1:11.473,217.038,1
1856,107,8,1,6.0,3,2.0,2,2,8.0,71,+1.022,5282473.0,52.0,2.0,1:11.562,216.768,1
1857,107,22,6,2.0,1,3.0,3,3,6.0,71,+24.099,5305550.0,22.0,3.0,1:11.672,216.435,1
1858,107,4,4,8.0,8,4.0,4,4,5.0,71,+48.508,5329959.0,42.0,9.0,1:12.118,215.097,1
1859,107,23,3,4.0,7,5.0,5,5,4.0,71,+49.740,5331191.0,23.0,5.0,1:11.764,216.158,1
1860,107,11,16,10.0,6,6.0,6,6,3.0,71,+50.248,5331699.0,51.0,7.0,1:11.941,215.626,1
1861,107,30,6,1.0,18,7.0,7,7,2.0,71,+50.626,5332077.0,49.0,4.0,1:11.763,216.161,1
1862,107,13,15,12.0,4,8.0,8,8,1.0,71,+1:02.310,5343761.0,68.0,8.0,1:12.066,215.252,1
1863,107,21,15,11.0,10,9.0,9,9,0.0,71,+1:03.842,5345293.0,69.0,6.0,1:11.877,215.818,1
7554,1,18,23,22.0,1,1.0,1,1,10.0,58,1:34:15.784,5655784.0,17.0,3.0,1:28.020,216.891,1
7555,1,22,23,23.0,2,2.0,2,2,8.0,58,+0.807,5656591.0,43.0,14.0,1:29.066,214.344,1
7556,1,15,7,9.0,20,3.0,3,3,6.0,58,+1.604,5657388.0,50.0,10.0,1:28.916,214.706,1
7557,1,10,7,10.0,19,4.0,4,4,5.0,58,+4.435,5660219.0,53.0,6.0,1:28.416,215.920,1
7558,1,4,4,7.0,10,5.0,5,5,4.0,58,+4.879,5660663.0,53.0,9.0,1:28.712,215.199,1
7559,1,3,3,16.0,5,6.0,6,6,3.0,58,+5.722,5661506.0,48.0,1.0,1:27.706,217.668,1
7560,1,67,5,12.0,13,7.0,7,7,2.0,58,+6.004,5661788.0,34.0,16.0,1:29.230,213.950,1
7561,1,7,5,11.0,17,8.0,8,8,1.0,58,+6.298,5662082.0,50.0,17.0,1:29.823,212.537,1
7562,1,16,10,20.0,16,9.0,9,9,0.0,58,+6.335,5662119.0,43.0,11.0,1:28.943,214.640,1
7563,1,2,2,6.0,9,10.0,10,10,0.0,58,+7.085,5662869.0,48.0,5.0,1:28.283,216.245,1
7564,1,21,10,21.0,15,11.0,11,11,0.0,58,+7.374,5663158.0,51.0,12.0,1:29.005,214.491,1
7574,2,18,23,22.0,1,1.0,1,1,5.0,31,1:10:52.092,4252092.0,18.0,1.0,1:36.641,206.483,1
7575,2,2,2,6.0,10,2.0,2,2,4.0,31,+22.722,4274814.0,17.0,10.0,1:39.084,201.392,1
7576,2,10,7,10.0,3,3.0,3,3,3.0,31,+23.513,4275605.0,18.0,16.0,1:39.406,200.740,1
7577,2,15,7,9.0,2,4.0,4,4,2.5,31,+46.173,4298265.0,12.0,3.0,1:37.591,204.473,1
7578,2,22,23,23.0,8,5.0,5,5,2.0,31,+47.360,4299452.0,17.0,2.0,1:37.484,204.698,1
7579,2,17,9,14.0,5,6.0,6,6,1.5,31,+52.333,4304425.0,14.0,5.0,1:37.672,204.304,1
7580,2,1,1,1.0,12,7.0,7,7,1.0,31,+1:00.733,4312825.0,17.0,11.0,1:39.141,201.276,1
7581,2,3,3,16.0,4,8.0,8,8,0.5,31,+1:11.576,4323668.0,13.0,4.0,1:37.598,204.459,1
7582,2,13,6,3.0,16,9.0,9,9,0.0,31,+1:16.932,4329024.0,17.0,13.0,1:39.250,201.055,1
7583,2,7,5,11.0,15,10.0,10,10,0.0,31,+1:42.164,4354256.0,17.0,12.0,1:39.242,201.072,1
7594,3,20,9,15.0,1,1.0,1,1,10.0,56,1:57:43.485,7063485.0,42.0,2.0,1:52.627,174.235,1
7595,3,17,9,14.0,3,2.0,2,2,8.0,56,+10.970,7074455.0,42.0,4.0,1:52.980,173.690,1
7596,3,18,23,22.0,5,3.0,3,3,6.0,56,+44.975,7108460.0,44.0,6.0,1:53.546,172.825,1
7597,3,22,23,23.0,4,4.0,4,4,5.0,56,+1:03.704,7127189.0,42.0,1.0,1:52.592,174.289,1
7598,3,5,1,2.0,12,5.0,5,5,4.0,56,+1:05.102,7128587.0,41.0,10.0,1:54.516,171.361,1
7599,3,1,1,1.0,9,6.0,6,6,3.0,56,+1:11.866,7135351.0,39.0,12.0,1:54.665,171.138,1
7600,3,10,7,10.0,19,7.0,7,7,2.0,56,+1:14.476,7137961.0,42.0,3.0,1:52.703,174.117,1
7601,3,67,5,12.0,10,8.0,8,8,1.0,56,+1:16.439,7139924.0,42.0,11.0,1:54.590,171.250,1
7602,3,4,4,7.0,2,9.0,9,9,0.0,56,+1:24.309,7147794.0,38.0,9.0,1:54.481,171.413,1
7603,3,8,6,4.0,8,10.0,10,10,0.0,56,+1:31.750,7155235.0,38.0,15.0,1:55.396,170.054,1
7604,3,7,5,11.0,15,11.0,11,11,0.0,56,+1:34.156,7157641.0,43.0,5.0,1:53.474,172.934,1
7605,3,2,2,6.0,11,12.0,12,12,0.0,56,+1:35.834,7159319.0,40.0,7.0,1:54.158,171.898,1
7606,3,9,2,5.0,17,13.0,13,13,0.0,56,+1:46.853,7170338.0,44.0,14.0,1:55.350,170.122,1
7614,4,18,23,22.0,4,1.0,1,1,10.0,57,1:31:48.182,5508182.0,11.0,3.0,1:34.588,205.979,1
7615,4,20,9,15.0,3,2.0,2,2,8.0,57,+7.187,5515369.0,16.0,4.0,1:34.756,205.614,1
7616,4,15,7,9.0,1,3.0,3,3,6.0,57,+9.170,5517352.0,10.0,1.0,1:34.556,206.049,1
7617,4,1,1,1.0,5,4.0,4,4,5.0,57,+22.096,5530278.0,13.0,6.0,1:34.915,205.269,1
7618,4,22,23,23.0,6,5.0,5,5,4.0,57,+37.779,5545961.0,25.0,5.0,1:34.901,205.300,1
7619,4,8,6,4.0,10,6.0,6,6,3.0,57,+42.057,5550239.0,42.0,11.0,1:35.498,204.016,1
7620,4,10,7,10.0,2,7.0,7,7,2.0,57,+42.880,5551062.0,6.0,2.0,1:34.574,206.010,1
7621,4,4,4,7.0,7,8.0,8,8,1.0,57,+52.775,5560957.0,29.0,14.0,1:35.722,203.539,1
7622,4,3,3,16.0,9,9.0,9,9,0.0,57,+58.198,5566380.0,37.0,15.0,1:35.816,203.339,1
7623,4,12,4,8.0,15,10.0,10,10,0.0,57,+1:05.149,5573331.0,37.0,10.0,1:35.441,204.138,1
7624,4,17,9,14.0,18,11.0,11,11,0.0,57,+1:07.641,5575823.0,50.0,8.0,1:35.165,204.730,1
7625,4,5,1,2.0,11,12.0,12,12,0.0,57,+1:17.824,5586006.0,54.0,12.0,1:35.520,203.969,1
7626,4,7,5,11.0,20,13.0,13,13,0.0,57,+1:18.805,5586987.0,30.0,9.0,1:35.410,204.205,1
7634,5,18,23,22.0,1,1.0,1,1,10.0,66,1:37:19.202,5839202.0,17.0,2.0,1:22.899,202.149,1
7635,5,22,23,23.0,3,2.0,2,2,8.0,66,+13.056,5852258.0,28.0,1.0,1:22.762,202.484,1
7636,5,17,9,14.0,5,3.0,3,3,6.0,66,+13.924,5853126.0,18.0,5.0,1:23.112,201.631,1
7637,5,20,9,15.0,2,4.0,4,4,5.0,66,+18.941,5858143.0,41.0,4.0,1:23.090,201.684,1
7638,5,4,4,7.0,8,5.0,5,5,4.0,66,+43.166,5882368.0,14.0,6.0,1:23.420,200.887,1
7639,5,13,6,3.0,4,6.0,6,6,3.0,66,+50.827,5890029.0,14.0,3.0,1:23.089,201.687,1
7640,5,2,2,6.0,13,7.0,7,7,2.0,66,+52.312,5891514.0,29.0,10.0,1:23.878,199.790,1
7641,5,3,3,16.0,9,8.0,8,8,1.0,66,+1:05.211,5904413.0,24.0,7.0,1:23.621,200.404,1
7654,6,18,23,22.0,1,1.0,1,1,10.0,78,1:40:44.282,6044282.0,49.0,2.0,1:15.190,159.914,1
7655,6,22,23,23.0,3,2.0,2,2,8.0,78,+7.666,6051948.0,46.0,7.0,1:15.685,158.868,1
7656,6,8,6,4.0,2,3.0,3,3,6.0,78,+13.442,6057724.0,47.0,5.0,1:15.382,159.507,1
7657,6,13,6,3.0,5,4.0,4,4,5.0,78,+15.110,6059392.0,50.0,1.0,1:15.154,159.991,1
7658,6,17,9,14.0,8,5.0,5,5,4.0,78,+15.730,6060012.0,45.0,3.0,1:15.321,159.636,1
7659,6,3,3,16.0,6,6.0,6,6,3.0,78,+33.586,6077868.0,48.0,9.0,1:15.772,158.686,1
7660,6,4,4,7.0,9,7.0,7,7,2.0,78,+37.839,6082121.0,64.0,4.0,1:15.371,159.530,1
7661,6,7,5,11.0,14,8.0,8,8,1.0,78,+1:03.142,6107424.0,47.0,13.0,1:16.178,157.840,1
7662,6,21,10,21.0,13,9.0,9,9,0.0,78,+1:05.040,6109322.0,74.0,16.0,1:16.419,157.343,1
7674,7,18,23,22.0,2,1.0,1,1,10.0,58,1:26:24.848,5184848.0,40.0,1.0,1:27.579,219.422,1
7675,7,17,9,14.0,4,2.0,2,2,8.0,58,+6.714,5191562.0,42.0,3.0,1:27.809,218.847,1
7676,7,20,9,15.0,1,3.0,3,3,6.0,58,+7.461,5192309.0,51.0,2.0,1:27.622,219.314,1
7677,7,15,7,9.0,5,4.0,4,4,5.0,58,+27.843,5212691.0,40.0,4.0,1:27.868,218.700,1
7678,7,3,3,16.0,9,5.0,5,5,4.0,58,+31.539,5216387.0,36.0,11.0,1:28.222,217.823,1
7679,7,13,6,3.0,7,6.0,6,6,3.0,58,+39.996,5224844.0,41.0,9.0,1:28.176,217.936,1
7680,7,9,2,5.0,10,7.0,7,7,2.0,58,+46.247,5231095.0,58.0,7.0,1:28.008,218.352,1
7681,7,10,7,10.0,13,8.0,8,8,1.0,58,+46.959,5231807.0,56.0,5.0,1:27.883,218.663,1
7682,7,8,6,4.0,6,9.0,9,9,0.0,58,+50.246,5235094.0,58.0,8.0,1:28.061,218.221,1
7683,7,4,4,7.0,8,10.0,10,10,0.0,58,+1:02.420,5247268.0,57.0,13.0,1:28.389,217.411,1
7684,7,2,2,6.0,11,11.0,11,11,0.0,58,+1:04.327,5249175.0,43.0,10.0,1:28.214,217.842,1
7685,7,6,3,17.0,12,12.0,12,12,0.0,58,+1:06.376,5251224.0,58.0,6.0,1:27.988,218.402,1
7686,7,1,1,1.0,16,13.0,13,13,0.0,58,+1:20.454,5265302.0,53.0,15.0,1:28.562,216.986,1
7694,8,20,9,15.0,1,1.0,1,1,10.0,60,1:22:49.328,4969328.0,16.0,1.0,1:20.735,229.238,1
7695,8,17,9,14.0,3,2.0,2,2,8.0,60,+15.188,4984516.0,57.0,2.0,1:20.915,228.728,1
7696,8,22,23,23.0,2,3.0,3,3,6.0,60,+41.175,5010503.0,18.0,5.0,1:21.429,227.285,1
7697,8,13,6,3.0,11,4.0,4,4,5.0,60,+45.043,5014371.0,22.0,6.0,1:21.509,227.062,1
7698,8,3,3,16.0,7,5.0,5,5,4.0,60,+45.915,5015243.0,17.0,3.0,1:21.054,228.336,1
7699,8,18,23,22.0,6,6.0,6,6,3.0,60,+46.285,5015613.0,54.0,4.0,1:21.189,227.956,1
7700,8,15,7,9.0,4,7.0,7,7,2.0,60,+1:08.307,5037635.0,17.0,9.0,1:21.806,226.237,1
7701,8,8,6,4.0,9,8.0,8,8,1.0,60,+1:09.622,5038950.0,14.0,7.0,1:21.656,226.653,1
7702,8,10,7,10.0,8,9.0,9,9,0.0,60,+1:09.823,5039151.0,51.0,8.0,1:21.671,226.611,1
7703,8,21,10,21.0,16,10.0,10,10,0.0,60,+1:11.522,5040850.0,20.0,10.0,1:21.810,226.226,1
7704,8,6,3,17.0,5,11.0,11,11,0.0,60,+1:14.023,5043351.0,14.0,11.0,1:21.845,226.129,1
7714,9,17,9,14.0,1,1.0,1,1,10.0,60,1:36:43.310,5803310.0,37.0,3.0,1:34.003,197.151,1
7715,9,20,9,15.0,4,2.0,2,2,8.0,60,+9.252,5812562.0,42.0,4.0,1:34.089,196.970,1
7716,9,13,6,3.0,8,3.0,3,3,6.0,60,+15.906,5819216.0,53.0,8.0,1:34.458,196.201,1
7717,9,3,3,16.0,15,4.0,4,4,5.0,60,+21.099,5824409.0,50.0,7.0,1:34.403,196.315,1
7718,9,18,23,22.0,3,5.0,5,5,4.0,60,+23.609,5826919.0,53.0,6.0,1:34.252,196.630,1
7719,9,22,23,23.0,2,6.0,6,6,3.0,60,+24.468,5827778.0,54.0,11.0,1:34.676,195.749,1
7720,9,4,4,7.0,12,7.0,7,7,2.0,60,+24.888,5828198.0,49.0,1.0,1:33.365,198.498,1
7721,9,5,1,2.0,6,8.0,8,8,1.0,60,+58.692,5862002.0,59.0,17.0,1:35.524,194.011,1
7722,9,10,7,10.0,20,9.0,9,9,0.0,60,+1:01.457,5864767.0,40.0,16.0,1:35.369,194.327,1
7723,9,2,2,6.0,11,10.0,10,10,0.0,60,+1:01.925,5865235.0,42.0,10.0,1:34.559,195.991,1
7724,9,21,10,21.0,18,11.0,11,11,0.0,60,+1:02.327,5865637.0,54.0,13.0,1:35.301,194.465,1
7725,9,6,3,17.0,13,12.0,12,12,0.0,60,+1:02.876,5866186.0,49.0,5.0,1:34.238,196.659,1
7726,9,12,4,8.0,10,13.0,13,13,0.0,60,+1:08.328,5871638.0,46.0,12.0,1:34.876,195.337,1
7727,9,9,2,5.0,16,14.0,14,14,0.0,60,+1:09.555,5872865.0,47.0,9.0,1:34.537,196.037,1
7728,9,16,10,20.0,7,15.0,15,15,0.0,60,+1:11.941,5875251.0,43.0,14.0,1:35.366,194.333,1
7729,9,67,5,12.0,17,16.0,16,16,0.0,60,+1:30.225,5893535.0,24.0,19.0,1:36.279,192.490,1
7730,9,15,7,9.0,14,17.0,17,17,0.0,60,+1:30.970,5894280.0,52.0,2.0,1:33.654,197.885,1
7734,10,1,1,1.0,4,1.0,1,1,10.0,70,1:38:23.876,5903876.0,16.0,4.0,1:22.479,191.219,1
7735,10,8,6,4.0,7,2.0,2,2,8.0,70,+11.529,5915405.0,70.0,2.0,1:22.434,191.323,1
7736,10,17,9,14.0,3,3.0,3,3,6.0,70,+16.886,5920762.0,65.0,1.0,1:21.931,192.498,1
7737,10,3,3,16.0,5,4.0,4,4,5.0,70,+26.967,5930843.0,65.0,3.0,1:22.468,191.245,1
7738,10,5,1,2.0,6,5.0,5,5,4.0,70,+34.392,5938268.0,63.0,8.0,1:22.958,190.115,1
7739,10,10,7,10.0,13,6.0,6,6,3.0,70,+35.237,5939113.0,63.0,5.0,1:22.506,191.157,1
7740,10,18,23,22.0,8,7.0,7,7,2.0,70,+55.088,5958964.0,57.0,6.0,1:22.706,190.694,1
7741,10,15,7,9.0,11,8.0,8,8,1.0,70,+1:08.172,5972048.0,65.0,13.0,1:23.261,189.423,1
7742,10,6,3,17.0,9,9.0,9,9,0.0,70,+1:08.774,5972650.0,55.0,11.0,1:23.180,189.608,1
7743,10,22,23,23.0,12,10.0,10,10,0.0,70,+1:09.256,5973132.0,55.0,9.0,1:23.024,189.964,1
7744,10,2,2,6.0,15,11.0,11,11,0.0,70,+1:10.612,5974488.0,65.0,14.0,1:23.282,189.375,1
7745,10,12,4,8.0,14,12.0,12,12,0.0,70,+1:11.512,5975388.0,65.0,15.0,1:23.418,189.067,1
7746,10,9,2,5.0,18,13.0,13,13,0.0,70,+1:14.046,5977922.0,65.0,12.0,1:23.224,189.507,1
7754,11,22,23,23.0,3,1.0,1,1,10.0,57,1:35:51.289,5751289.0,39.0,3.0,1:38.990,197.074,1
7755,11,1,1,1.0,1,2.0,2,2,8.0,57,+2.358,5753647.0,57.0,4.0,1:39.056,196.943,1
7756,11,8,6,4.0,6,3.0,3,3,6.0,57,+15.994,5767283.0,39.0,5.0,1:39.207,196.643,1
7757,11,5,1,2.0,2,4.0,4,4,5.0,57,+20.032,5771321.0,56.0,7.0,1:39.341,196.378,1
7758,11,3,3,16.0,7,5.0,5,5,4.0,57,+20.870,5772159.0,52.0,6.0,1:39.329,196.401,1
7759,11,4,4,7.0,8,6.0,6,6,3.0,57,+27.744,5779033.0,46.0,10.0,1:39.494,196.076,1
7760,11,18,23,22.0,5,7.0,7,7,2.0,57,+34.913,5786202.0,46.0,2.0,1:38.874,197.305,1
7761,11,9,2,5.0,10,8.0,8,8,1.0,57,+36.667,5787956.0,55.0,8.0,1:39.374,196.312,1
7762,11,17,9,14.0,9,9.0,9,9,0.0,57,+44.910,5796199.0,50.0,11.0,1:39.528,196.009,1
7763,11,16,10,20.0,12,10.0,10,10,0.0,57,+47.935,5799224.0,36.0,12.0,1:39.622,195.824,1
7764,11,2,2,6.0,11,11.0,11,11,0.0,57,+48.822,5800111.0,53.0,13.0,1:39.704,195.663,1
7765,11,21,10,21.0,16,12.0,12,12,0.0,57,+1:03.614,5814903.0,53.0,17.0,1:40.111,194.867,1
7766,11,15,7,9.0,18,13.0,13,13,0.0,57,+1:04.527,5815816.0,52.0,15.0,1:39.941,195.199,1
7767,11,10,7,10.0,13,14.0,14,14,0.0,57,+1:26.519,5837808.0,55.0,1.0,1:38.683,197.687,1
7768,11,154,4,8.0,14,15.0,15,15,0.0,57,+1:31.774,5843063.0,41.0,9.0,1:39.428,196.206,1
7774,12,8,6,4.0,6,1.0,1,1,10.0,44,1:23:50.995,5030995.0,42.0,4.0,1:47.674,234.173,1
7775,12,21,10,21.0,1,2.0,2,2,8.0,44,+0.939,5031934.0,43.0,6.0,1:47.737,234.036,1
7776,12,20,9,15.0,8,3.0,3,3,6.0,44,+3.875,5034870.0,38.0,1.0,1:47.263,235.070,1
7777,12,9,2,5.0,5,4.0,4,4,5.0,44,+9.966,5040961.0,41.0,3.0,1:47.664,234.195,1
7778,12,2,2,6.0,3,5.0,5,5,4.0,44,+11.276,5042271.0,35.0,2.0,1:47.371,234.834,1
7779,12,5,1,2.0,15,6.0,6,6,3.0,44,+32.763,5063758.0,24.0,13.0,1:48.348,232.716,1
7780,12,22,23,23.0,4,7.0,7,7,2.0,44,+35.461,5066456.0,37.0,12.0,1:48.257,232.912,1
7781,12,3,3,16.0,10,8.0,8,8,1.0,44,+36.208,5067203.0,41.0,8.0,1:47.766,233.973,1
7782,12,17,9,14.0,9,9.0,9,9,0.0,44,+36.959,5067954.0,39.0,9.0,1:47.783,233.936,1
7783,12,10,7,10.0,7,10.0,10,10,0.0,44,+41.490,5072485.0,40.0,5.0,1:47.736,234.038,1
7784,12,16,10,20.0,11,11.0,11,11,0.0,44,+42.636,5073631.0,42.0,10.0,1:47.859,233.771,1
7785,12,67,5,12.0,16,12.0,12,12,0.0,44,+46.106,5077101.0,42.0,7.0,1:47.763,233.980,1
7786,12,6,3,17.0,18,13.0,13,13,0.0,44,+54.241,5085236.0,42.0,11.0,1:48.205,233.024,1
7787,12,69,6,3.0,20,14.0,14,14,0.0,44,+1:42.177,5133172.0,41.0,15.0,1:49.803,229.633,1
7794,13,22,23,23.0,5,1.0,1,1,10.0,53,1:16:21.706,4581706.0,48.0,5.0,1:24.967,245.445,1
7795,13,18,23,22.0,6,2.0,2,2,8.0,53,+2.866,4584572.0,46.0,4.0,1:24.935,245.538,1
7796,13,8,6,4.0,3,3.0,3,3,6.0,53,+30.664,4612370.0,36.0,2.0,1:24.761,246.042,1
7797,13,16,10,20.0,2,4.0,4,4,5.0,53,+31.131,4612837.0,36.0,1.0,1:24.739,246.106,1
7798,13,4,4,7.0,8,5.0,5,5,4.0,53,+59.182,4640888.0,50.0,8.0,1:25.199,244.777,1
7799,13,5,1,2.0,4,6.0,6,6,3.0,53,+1:00.693,4642399.0,51.0,6.0,1:25.109,245.036,1
7800,13,2,2,6.0,15,7.0,7,7,2.0,53,+1:22.412,4664118.0,30.0,9.0,1:25.488,243.950,1
7801,13,20,9,15.0,9,8.0,8,8,1.0,53,+1:25.407,4667113.0,50.0,7.0,1:25.194,244.791,1
7802,13,21,6,3.0,14,9.0,9,9,0.0,53,+1:26.856,4668562.0,28.0,10.0,1:25.498,243.921,1
7803,13,6,3,17.0,17,10.0,10,10,0.0,53,+2:42.163,4743869.0,51.0,16.0,1:25.976,242.565,1
7804,13,10,7,10.0,16,11.0,11,11,0.0,53,+2:43.925,4745631.0,50.0,14.0,1:25.751,243.201,1
7814,14,1,1,1.0,1,1.0,1,1,10.0,61,1:56:06.337,6966337.0,36.0,2.0,1:48.345,168.561,1
7815,14,10,7,10.0,6,2.0,2,2,8.0,61,+9.634,6975971.0,34.0,6.0,1:48.396,168.482,1
7816,14,4,4,7.0,5,3.0,3,3,6.0,61,+16.624,6982961.0,53.0,1.0,1:48.240,168.725,1
7817,14,20,9,15.0,2,4.0,4,4,5.0,61,+20.621,6986958.0,10.0,7.0,1:48.398,168.479,1
7818,14,18,23,22.0,11,5.0,5,5,4.0,61,+30.015,6996352.0,54.0,4.0,1:48.369,168.524,1
7819,14,22,23,23.0,9,6.0,6,6,3.0,61,+31.858,6998195.0,50.0,8.0,1:48.598,168.168,1
7820,14,5,1,2.0,8,7.0,7,7,2.0,61,+36.157,7002494.0,36.0,11.0,1:49.283,167.114,1
7821,14,9,2,5.0,7,8.0,8,8,1.0,61,+55.054,7021391.0,44.0,10.0,1:48.847,167.784,1
7822,14,6,3,17.0,10,9.0,9,9,0.0,61,+56.054,7022391.0,45.0,13.0,1:49.371,166.980,1
7823,14,8,6,4.0,12,10.0,10,10,0.0,61,+58.892,7025229.0,54.0,5.0,1:48.391,168.490,1
7824,14,3,3,16.0,3,11.0,11,11,0.0,61,+59.777,7026114.0,9.0,3.0,1:48.352,168.550,1
7825,14,15,7,9.0,14,12.0,12,12,0.0,61,+1:13.009,7039346.0,54.0,9.0,1:48.816,167.831,1
7826,14,21,6,3.0,17,13.0,13,13,0.0,61,+1:19.890,7046227.0,49.0,14.0,1:49.417,166.910,1
7827,14,24,10,21.0,19,14.0,14,14,0.0,61,+1:33.502,7059839.0,48.0,15.0,1:49.852,166.249,1
7834,15,20,9,15.0,1,1.0,1,1,10.0,53,1:28:20.443,5300443.0,43.0,2.0,1:32.572,225.826,1
7835,15,15,7,9.0,2,2.0,2,2,8.0,53,+4.877,5305320.0,38.0,4.0,1:33.152,224.420,1
7836,15,1,1,1.0,3,3.0,3,3,6.0,53,+6.472,5306915.0,13.0,6.0,1:33.259,224.162,1
7837,15,8,6,4.0,5,4.0,4,4,5.0,53,+7.940,5308383.0,33.0,3.0,1:32.999,224.789,1
7838,15,3,3,16.0,7,5.0,5,5,4.0,53,+8.793,5309236.0,43.0,9.0,1:33.595,223.358,1
7839,15,2,2,6.0,4,6.0,6,6,3.0,53,+9.509,5309952.0,13.0,10.0,1:33.600,223.346,1
7840,15,22,23,23.0,6,7.0,7,7,2.0,53,+10.641,5311084.0,17.0,13.0,1:33.910,222.608,1
7841,15,18,23,22.0,10,8.0,8,8,1.0,53,+11.474,5311917.0,42.0,5.0,1:33.251,224.182,1
7842,15,9,2,5.0,9,9.0,9,9,0.0,53,+11.777,5312220.0,44.0,7.0,1:33.334,223.982,1
7843,15,4,4,7.0,16,10.0,10,10,0.0,53,+13.065,5313508.0,28.0,14.0,1:33.946,222.523,1
7844,15,5,1,2.0,11,11.0,11,11,0.0,53,+13.735,5314178.0,35.0,12.0,1:33.801,222.867,1
7845,15,21,6,3.0,14,12.0,12,12,0.0,53,+14.596,5315039.0,33.0,8.0,1:33.479,223.635,1
7846,15,16,10,20.0,8,13.0,13,13,0.0,53,+14.959,5315402.0,36.0,11.0,1:33.668,223.184,1
7847,15,24,10,21.0,18,14.0,14,14,0.0,53,+15.734,5316177.0,36.0,16.0,1:34.294,221.702,1
7848,15,6,3,17.0,15,15.0,15,15,0.0,53,+17.973,5318416.0,26.0,18.0,1:34.783,220.558,1
7854,16,17,9,14.0,2,1.0,1,1,10.0,71,1:32:23.081,5543081.0,25.0,1.0,1:13.733,210.386,1
7855,16,9,2,5.0,8,2.0,2,2,8.0,71,+7.626,5550707.0,38.0,4.0,1:14.155,209.188,1
7856,16,1,1,1.0,17,3.0,3,3,6.0,71,+18.944,5562025.0,59.0,6.0,1:14.345,208.654,1
7857,16,20,9,15.0,15,4.0,4,4,5.0,71,+19.652,5562733.0,59.0,2.0,1:13.890,209.939,1
7858,16,18,23,22.0,14,5.0,5,5,4.0,71,+29.005,5572086.0,46.0,7.0,1:14.353,208.631,1
7859,16,8,6,4.0,5,6.0,6,6,3.0,71,+33.340,5576421.0,47.0,9.0,1:14.558,208.058,1
7860,16,67,5,12.0,6,7.0,7,7,2.0,71,+35.991,5579072.0,58.0,10.0,1:14.563,208.044,1
7861,16,22,23,23.0,1,8.0,8,8,1.0,71,+45.454,5588535.0,20.0,3.0,1:13.950,209.768,1
7862,16,5,1,2.0,16,9.0,9,9,0.0,71,+48.499,5591580.0,68.0,5.0,1:14.303,208.772,1
7863,16,155,7,10.0,11,10.0,10,10,0.0,71,+1:03.324,5606405.0,71.0,11.0,1:14.676,207.729,1
7864,16,21,6,3.0,19,11.0,11,11,0.0,71,+1:10.665,5613746.0,55.0,14.0,1:14.931,207.022,1
7865,16,24,10,21.0,20,12.0,12,12,0.0,71,+1:11.388,5614469.0,43.0,16.0,1:14.990,206.859,1
